country,title,clean_title,extract
Greece,"Mamma_Mia!_(film)","Mamma Mia! (film)","Mamma Mia! (promoted as Mamma Mia! The Movie) is a 2008 jukebox musical romantic comedy film directed by Phyllida Lloyd and written by Catherine Johnson based on the 1999 musical of the same name, also..."
Greece,"Troy_(film)","Troy (film)","Troy is a 2004 epic period war film written by David Benioff, directed by Wolfgang Petersen and co-produced by units in Malta, Mexico and Britain's Shepperton Studios. The film features an ensemble cast..."
Greece,"300:_Rise_of_an_Empire","300: Rise of an Empire","300: Rise of an Empire is a 2014 American period action film directed by Noam Murro. It is a sequel to the 2006 film 300, taking place before, during, and after the main events of that film, and is very..."
Greece,"Hercules_(2014_film)","Hercules (2014 film)","Hercules is a 2014 American 3D action fantasy adventure film directed by Brett Ratner, written by Ryan J. Condal and Evan Spiliotopoulos, and starring Dwayne Johnson, Ian McShane, Rufus Sewell, Aksel Hennie..."
Greece,"Hercules_(1997_film)","Hercules (1997 film)","Hercules is a 1997 American animated musical fantasy comedy film produced by Walt Disney Feature Animation for Walt Disney Pictures. The 35th Disney animated feature film and the eighth animated film produced..."
Greece,"Clash_of_the_Titans_(2010_film)","Clash of the Titans (2010 film)","Clash of the Titans is a 2010 American-Australian action adventure fantasy film and remake of the 1981 film of the same name produced by MGM (the rights to which had been acquired by Warner Bros. in 1996..."
Greece,"Munich_(film)","Munich (film)","Munich is a 2005 historical drama film produced and directed by Steven Spielberg and written by Tony Kushner and Eric Roth. It is based on the book Vengeance, an account of Operation Wrath of God, the..."
Greenland,"Captain_America:_The_First_Avenger","Captain America: The First Avenger","Captain America: The First Avenger is a 2011 American superhero film based on the Marvel Comics character Captain America. Produced by Marvel Studios and distributed by Paramount Pictures, it is the fifth..."
Greenland,"The_Secret_Life_of_Walter_Mitty_(2013_film)","The Secret Life of Walter Mitty (2013 film)","The Secret Life of Walter Mitty is a 2013 American adventure comedy-drama film directed, co-produced by and starring Ben Stiller and written by Steve Conrad. The film also stars Kristen Wiig, Shirley MacLaine..."
Greenland,"Fantastic_Four:_Rise_of_the_Silver_Surfer","Fantastic Four: Rise of the Silver Surfer","Fantastic Four: Rise of the Silver Surfer (stylized as 4: Rise of the Silver Surfer) is a 2007 superhero film, based on the Marvel Comics superhero team the Fantastic Four. A sequel to the 2005 film Fantastic..."
Greenland,"Eight_Below","Eight Below","Eight Below is a 2006 American survival drama film based on Antarctica  by Toshirô Ishidô, Koreyoshi Kurahara, Tatsuo Nogami and Susumu Saji. It was produced by Patrick Crowley and David Hoberman, directed..."
Greenland,"Soarin'","Soarin'","Soarin', also known as Soarin' Around the World, Soaring Over the Horizon and Soaring: Fantastic Flight is a flight motion simulator attraction at Disney California Adventure, Epcot, and Shanghai Disneyland..."
Greenland,"The_Call_of_Cthulhu_(film)","The Call of Cthulhu (film)","The Call of Cthulhu is a 2005 independent silent film adaptation of the H. P. Lovecraft short story "The Call of Cthulhu", produced by Sean Branney and Andrew Leman and distributed by the H. P. Lovecraft..."
Greenland,"Smilla's_Sense_of_Snow_(film)","Smilla's Sense of Snow (film)","Smilla's Sense of Snow is a 1997 German-Danish-Swedish mystery thriller film directed by Bille August and starring Julia Ormond, Gabriel Byrne, and Richard Harris. Based on the 1992 novel Miss Smilla's..."
Greenland,"Guy_X","Guy X","Guy X is a 2005 black comedy war film directed by Saul Metzstein, based on the novel No One Thinks Of Greenland by John Griesemer. The movie stars Jason Biggs, Natascha McElhone, Jeremy Northam, and Michael..."
Greenland,"Inuk_(film)","Inuk (film)","Inuk (previously titled Le Voyage d'Inuk) is a Greenlandic-language film directed by Mike Magidson and co-written by Magidson, Ole Jørgen Hammeken and anthropologist Jean-Michel Huctin. It is Magidson..."
Greenland,"Endless_Night_(2015_film)","Endless Night (2015 film)","Endless Night (Spanish: Nadie quiere la noche) is a 2015 drama film directed by Isabel Coixet. It was selected to open the 65th Berlin International Film Festival. The film is set in 1908 in Greenland..."
Grenada,"Heartbreak_Ridge","Heartbreak Ridge","Heartbreak Ridge is a 1986 American Technicolor war film directed and produced by Clint Eastwood, who also starred in the film. The film also co-stars Mario Van Peebles, Marsha Mason, and Everett McGill..."
Grenada,"Blinded_(2006_film)","Blinded (2006 film)","Blinded (2006) is a Grenadian feature film about domestic violence directed by Anderson Quarless and starring Deleon Walters and Tahira Carter. It was the first full-length film entirely produced in Grenada..."
Grenada,"Great_Moments_in_Aviation","Great Moments in Aviation","Great Moments in Aviation is a 1994 British romantic drama film set on a 1950s passenger liner. The film follows Gabriel Angel (Rakie Ayola), a young Caribbean aviator who falls in love with the forger..."
Guadeloupe,"La_Soufrière_(film)","La Soufrière (film)","La Soufrière – Warten auf eine unausweichliche Katastrophe ("La Soufrière – Waiting for an Inevitable Disaster") is a 1977 West German documentary film in which German director Werner Herzog visits an..."
Guadeloupe,"Voice_in_the_Wind","Voice in the Wind","Voice in the Wind is a 1944 American film noir directed by Arthur Ripley and written by Friedrich Torberg, based on a story written by Arthur Ripley. The drama features Francis Lederer, Sigrid Gurie and..."
Guadeloupe,"Creole_Connections","Creole Connections","Creole Connections (French: Nous près, nous loin) is a 1986 Canadian documentary film produced by Montreal's InformAction, profiling the Creole language and culture in the Lesser Antilles.  Its title comes..."
Guam,"Pixels_(2015_film)","Pixels (2015 film)","Pixels is a 2015 science fiction action comedy film produced by Chris Columbus's 1492 Pictures and Adam Sandler's Happy Madison Productions, and distributed by Columbia Pictures. Directed by Columbus from..."
Guam,"Austin_Powers_in_Goldmember","Austin Powers in Goldmember","Austin Powers in Goldmember is a 2002 American spy action comedy film directed by Jay Roach, and the third and final installment in the Austin Powers film series. It stars Mike Myers in the title role..."
Guam,"No_Man_Is_an_Island_(film)","No Man Is an Island (film)","No Man Is an Island is a 1962 war film about the exploits of George Ray Tweed, a United States Navy radioman who avoided capture and execution by the Japanese during their years-long World War II occupation..."
Guam,"Max_Havoc:_Curse_of_the_Dragon","Max Havoc: Curse of the Dragon","Max Havoc: Curse of the Dragon is a straight-to-DVD action film directed by Albert Pyun and Isaac Florentine on the island of Guam in 2004. Swiss actor Mickey Hardt plays Max Havoc, an ex-kickboxer turned..."
Guam,"Return_to_Guam","Return to Guam","Return to Guam is a 1944 short propaganda film produced by the US Navy about the taking and recapture of the island of Guam. Plot: The film starts when a convoy of ships nearing the island sees strange..."
Guatemala,"Apocalypto","Apocalypto","Apocalypto () is a 2006 American epic adventure film co-produced, co-written and directed by Mel Gibson. The film features a cast of Native American and Indigenous Mexican actors consisting of Rudy Youngblood..."
Guatemala,"The_Fountain","The Fountain","The Fountain is a 2006 American epic magical realism romantic drama film that blends elements of fantasy, history, spirituality, and science fiction. It is directed by Darren Aronofsky, and stars Hugh..."
Guatemala,"Sin_Nombre_(2009_film)","Sin Nombre (2009 film)","Sin Nombre (English: "Nameless") is a 2009 Mexican-American adventure thriller film written and directed by Cary Joji Fukunaga, about a Honduran girl trying to immigrate to the United States, and a boy..."
Guatemala,"El_Norte_(film)","El Norte (film)","El Norte (English: The North) is a 1983 British-American independent drama film, directed by Gregory Nava. The screenplay was written by Gregory Nava and Anna Thomas, based on Nava's story. The movie was..."
Guatemala,"The_Juror","The Juror","The Juror is a 1996 American thriller crime drama film based on the 1995 novel by George Dawes Green. It was directed by Brian Gibson and stars Demi Moore as a single mother picked for jury duty for a..."
Guatemala,"The_Evil_That_Men_Do_(film)","The Evil That Men Do (film)","The Evil That Men Do is a 1984 action thriller film directed by J. Lee Thompson, and starring Charles Bronson, Theresa Saldana, and Joseph Maher.  The film was adapted by David Lee Henry and John Crowther..."
Guatemala,"Ixcanul","Ixcanul","Ixcanul (Kaqchikel for "volcano") is a 2015 Guatemalan drama film, a debut written and directed by Jayro Bustamante. It was screened in the main competition section of the 65th Berlin International Film..."
Guatemala,"The_New_Adventures_of_Tarzan","The New Adventures of Tarzan","The New Adventures of Tarzan is a 1935 American film serial in 12 chapters starring Herman Brix. The serial presents a more authentic version of the character than most other film adaptations, with Tarzan..."
Guatemala,"Treasure_of_the_Golden_Condor","Treasure of the Golden Condor","Treasure of the Golden Condor is a 1953 American Technicolor adventure film directed by Delmer Daves, starring Cornel Wilde and Constance Smith, and released by Twentieth Century Fox.The film is a remake..."
Guatemala,"Across_the_Line_(2000_film)","Across the Line (2000 film)","Across the Line is a 2000 American drama film directed by Martin Spottl and starring Brad Johnson and Sigal Erez. Johnson plays a small-town Texas sheriff who falls for an illegal immigrant (Erez) who..."
Guernsey,"The_Guernsey_Literary_and_Potato_Peel_Pie_Society_(film)","The Guernsey Literary and Potato Peel Pie Society (film)","The Guernsey Literary and Potato Peel Pie Society  is a 2018 historical romantic-drama film directed by Mike Newell and written by Don Roos and Tom Bezucha. The screenplay is based on the 2008 novel of..."
Guernsey,"The_Story_of_Adele_H.","The Story of Adele H.","The Story of Adèle H. (French: L'Histoire d'Adèle H.) is a 1975 French historical drama film directed by François Truffaut, and starring Isabelle Adjani, Bruce Robinson, and Sylvia Marriott. Written by..."
Guernsey,"Green_Dolphin_Street","Green Dolphin Street","Green Dolphin Street is a 1947 historical drama disaster film released by Metro-Goldwyn-Mayer and based on the novel by Elizabeth Goudge. Plot summary: In the 1840s, on an island in the English Channel..."
Guernsey,"London_River","London River","London River is a 2009 British-French drama film, written and produced by Franco-Algerian film director Rachid Bouchareb. Starring Brenda Blethyn and Sotigui Kouyaté, it centres on the journey of two people..."
Guernsey,"The_Blockhouse","The Blockhouse","The Blockhouse is a 1973 film, based on a 1955 novel by Jean-Paul Clébert. It was directed by Clive Rees and starred Peter Sellers, in a rare dramatic performance, and Charles Aznavour. It was filmed entirely..."
Guernsey,"Sea_Devils_(1953_film)","Sea Devils (1953 film)","Sea Devils is a 1953 British–American historical adventure film, directed by Raoul Walsh and starring Rock Hudson, Yvonne De Carlo, and Maxwell Reed. The story is based on Victor Hugo's novel Toilers of..."
Guinea,"Blood_Diamond","Blood Diamond","Blood Diamond is a 2006 political war thriller film co-produced and directed by Edward Zwick, starring Leonardo DiCaprio, Jennifer Connelly, and Djimon Hounsou. The title refers to blood diamonds, which..."
Guinea,"Dakan","Dakan","Dakan (Destiny) is a 1997 French/Guinean drama film written and directed by Mohamed Camara. It premiered at the Cannes Film Festival. Telling the story of two young men struggling with their love for each..."
Guinea,"Mortu_Nega","Mortu Nega","Mortu Nega (English: Death Denied or Those Whom Death Refused) is a 1988 historic film by Flora Gomes, a director from Guinea-Bissau. Mortu Nega was Gomes' first feature-length film. This is the first..."
